# Generated by ChargePol
#charge (pos/neg), time (UT sec), bottom height of layer (km), depth of layer (km), x distance from LMA center (km), y distance from LMA center (km), longitude, latitude
charge,time,zmin,zwidth,x,y,lon,lat
# Generated by ChargePol
#charge (pos/neg), time (UT sec), bottom height of layer (km), depth of layer (km), x distance from LMA center (km), y distance from LMA center (km), longitude, latitude
charge,time,zmin,zwidth,x,y,lon,lat
pos,23748.784938,9.515960,0.728630,21.279495,99.897561,-95.147003,30.660521
pos,23771.625053,9.571970,1.809000,22.576062,108.899367,-95.133217,30.741667
pos,23782.714857,10.999290,0.681050,-20.685585,68.158704,-95.586136,30.374413
pos,23821.007499,11.068290,0.000000,-19.215011,65.677621,-95.570724,30.352047
pos,23828.586739,9.134270,1.219000,-68.579715,44.937540,-96.085037,30.165087
pos,23873.244487,7.025980,1.185860,46.489755,94.387594,-94.883064,30.610851
pos,23877.669557,8.801560,1.240051,-7.455788,39.828321,-95.447701,30.119030
pos,23908.117671,9.468480,1.175550,-67.107919,44.623120,-96.069672,30.162252
pos,23908.491883,6.883410,2.431689,-71.735842,43.578720,-96.117851,30.152838
pos,23911.841204,10.687000,1.060240,-4.145916,55.588887,-95.413269,30.261103
pos,23919.045722,9.275390,1.029851,0.716645,36.771718,-95.362534,30.091476
pos,23940.112187,8.395130,1.391271,21.887024,90.793135,-95.140831,30.578449
pos,23949.914247,9.769140,1.342110,-65.910755,47.414602,-96.057365,30.187416
pos,23964.650711,10.294590,1.587290,-3.670965,54.946294,-95.408310,30.255310
pos,23965.468417,11.102320,0.099350,38.802872,149.548836,-94.961464,31.108099
pos,23968.545877,9.212100,0.124601,-1.031756,39.952946,-95.380753,30.120153
pos,23976.543307,8.864900,2.591340,-5.594921,41.094464,-95.428314,30.130444
pos,23994.373846,8.941400,1.089890,-6.689219,38.759166,-95.439705,30.109392
pos,24013.083708,9.059630,0.000000,26.712715,113.923740,-95.089699,30.786959
pos,24015.954464,8.583310,0.601971,-20.647990,61.047650,-95.585602,30.310310
pos,24021.916166,9.106260,1.454880,-6.847831,39.183400,-95.441360,30.113216
pos,24035.169012,9.938190,1.011720,3.243877,38.866864,-95.336197,30.110363
pos,24038.715499,9.632330,0.989390,43.483383,113.079503,-94.913757,30.779348
pos,24048.168743,8.682800,2.106110,-63.711024,46.893037,-96.034393,30.182714
pos,24058.311384,9.352800,0.674830,-5.470938,38.713674,-95.427010,30.108982
pos,24076.879581,7.750710,3.247620,0.521528,58.974086,-95.364555,30.291618
pos,24096.164423,8.996230,0.774090,6.729393,39.246030,-95.299873,30.113781
pos,24099.279971,9.381220,0.975440,-4.431198,38.904950,-95.416176,30.110706
pos,24116.018967,10.130650,1.171489,5.358221,39.061525,-95.314163,30.112118
pos,24143.502879,10.027370,1.279870,6.192931,38.921877,-95.305466,30.110859
pos,24144.038000,9.263550,1.954570,-4.479155,55.853795,-95.416748,30.263491
pos,24155.983696,7.853160,1.139500,-31.962709,5.778075,-95.702072,29.812086
pos,24169.905351,11.059820,1.193460,0.228167,38.834068,-95.367622,30.110067
pos,24171.287636,9.169340,0.325500,30.137187,79.455819,-95.054779,30.476250
pos,24177.622405,8.925850,1.406091,0.285876,43.814006,-95.367020,30.154959
pos,24191.065956,9.902130,1.384790,2.602263,43.014838,-95.342873,30.147755
pos,24195.472350,8.024830,0.988710,-32.071274,6.326934,-95.703217,29.817034
pos,24231.218199,10.009160,0.567790,33.264611,101.712564,-95.021347,30.676882
pos,24231.363327,8.805070,1.247449,-1.140016,33.741141,-95.381874,30.064157
pos,24232.776532,8.999830,0.909979,31.666731,79.472746,-95.038780,30.476402
pos,24236.789294,9.163190,1.429899,0.989826,44.450040,-95.359680,30.160692
pos,24249.387830,11.351860,0.656520,8.936827,40.931964,-95.276855,30.128979
pos,24258.770744,9.604460,1.434000,-14.902551,71.870595,-95.525764,30.407873
pos,24260.691076,9.565770,0.325431,41.885722,115.151162,-94.930435,30.798023
pos,24286.454172,9.596490,1.754330,3.884379,43.349994,-95.329506,30.150776
pos,24288.519018,9.694370,0.826080,32.047791,103.575175,-95.034042,30.693672
pos,24304.280000,8.911590,1.807561,0.233352,36.028409,-95.367569,30.084776
pos,24312.648827,10.314380,1.213670,4.356349,43.528362,-95.324585,30.152384
pos,24312.875912,9.137150,0.498590,0.817090,35.126197,-95.361488,30.076643
pos,24315.651524,9.052060,1.548700,-4.292979,55.267485,-95.414803,30.258205
pos,24325.175885,8.988750,1.497250,2.084832,35.318742,-95.348282,30.078379
pos,24325.520098,8.965450,0.953040,-6.820971,74.987077,-95.441315,30.435966
pos,24328.031670,8.309970,2.640530,1.442496,46.704301,-95.354958,30.181013
pos,24334.516871,9.980500,1.194980,4.791121,43.385964,-95.320053,30.151100
pos,24342.714339,9.304170,0.186180,-62.900113,54.176324,-96.026375,30.248369
pos,24359.926023,10.356530,0.324370,40.449813,113.257025,-94.945580,30.780949
pos,24367.602343,9.333590,1.352580,32.507870,99.457246,-95.029350,30.656551
pos,24375.270303,9.647750,0.890230,-3.281593,36.924062,-95.404190,30.092850
pos,24382.043271,8.116380,0.911440,-29.428497,8.537396,-95.675819,29.836960
pos,24393.521679,8.932110,2.815199,3.013963,44.256860,-95.338577,30.158951
pos,24404.161740,9.801290,1.768930,4.735906,45.831711,-95.320618,30.173147
