# Generated by ChargePol
#charge (pos/neg), time (UT sec), bottom height of layer (km), depth of layer (km), x distance from LMA center (km), y distance from LMA center (km), longitude, latitude
charge,time,zmin,zwidth,x,y,lon,lat
pos,53802.374314,10.711230,0.790050,-100.551388,-24.233588,-96.411858,29.541548
pos,53802.412535,10.319540,0.618950,-102.850242,-34.459432,-96.434708,29.449368
pos,53824.338962,9.167710,1.242300,-82.178406,-46.528632,-96.219803,29.340570
pos,53894.508965,12.406650,0.521020,-114.482457,-36.945593,-96.554863,29.426956
pos,53904.214553,11.447820,0.401149,-117.569825,-28.850230,-96.587692,29.499931
pos,53938.377955,10.486120,1.103240,-101.790562,-42.556911,-96.422981,29.376373
pos,53957.083269,9.190030,1.602720,-69.236298,-23.056100,-96.087463,29.552162
pos,53980.962301,9.579890,1.520561,-102.394365,-26.407233,-96.430748,29.521954
pos,54033.155226,9.092670,1.556570,-76.517958,-19.954641,-96.163139,29.580120
pos,54046.779280,9.363710,0.818870,-91.155409,-12.160580,-96.315521,29.650379
pos,54086.916266,9.798790,0.440979,-163.851391,-68.445355,-97.061111,29.143003
pos,54089.006730,12.166390,0.578061,-113.398234,-40.844739,-96.543236,29.391808
pos,54107.361361,7.822920,0.635390,-61.324497,-52.170841,-96.003838,29.289709
pos,54119.147923,9.847080,0.311740,-59.749878,-18.527902,-95.989410,29.592981
pos,54193.077027,10.427110,1.905130,-76.111843,-23.015475,-96.158714,29.552528
pos,54265.355610,8.506860,1.274859,-75.561737,-22.122573,-96.153076,29.560577
pos,54267.263522,9.843540,1.262700,-101.853010,-18.624175,-96.425873,29.592113
pos,54318.852883,9.071400,2.270189,-92.136853,-10.764522,-96.325821,29.662964
pos,54367.174423,7.625820,1.124161,-81.618922,-14.431979,-96.216431,29.629904
pos,54385.937135,11.471230,0.623390,-117.346433,-38.656071,-96.584320,29.411537
pos,54406.460223,10.791920,1.672110,-77.318174,-21.467285,-96.171326,29.566484
pos,54434.731977,10.096220,0.293521,-65.673073,-21.585351,-96.050629,29.565420
pos,54488.259025,12.292560,0.051610,-102.428504,-31.121629,-96.430656,29.479456
pos,54568.089438,8.782050,0.969450,-87.117231,1.386986,-96.274734,29.772503
pos,54593.045814,10.238850,0.336480,-124.699968,-72.175020,-96.656609,29.109383
pos,54682.355912,12.181010,1.308260,-113.227384,-37.783270,-96.541786,29.419405
pos,54728.895042,10.431610,0.192930,-79.120959,-18.025592,-96.190262,29.597509
pos,54751.844559,10.537790,1.250250,-135.617493,-63.252136,-96.770348,29.189817
pos,54759.095139,10.870680,0.917170,-72.928467,-16.822714,-96.126144,29.608353
pos,54776.570729,11.092750,0.590140,-73.051562,-20.463088,-96.127174,29.575537
pos,54817.328300,11.471570,0.378300,-66.186081,-20.947201,-96.055984,29.571173
pos,54860.658293,8.487800,0.000000,-53.953035,-62.992306,-95.927116,29.192160
pos,54905.739908,8.908050,1.523880,-106.341310,-48.775063,-96.469452,29.320320
pos,55065.931982,10.187500,0.876750,-101.539159,-34.299683,-96.421150,29.450808
pos,55085.664614,10.318690,0.103369,-74.034208,-22.354263,-96.137230,29.558489
pos,55320.040545,2.173550,0.106150,-30.970273,-21.627457,-95.690971,29.565041
pos,55499.508933,3.807720,0.328750,-33.550479,-21.868245,-95.717705,29.562870
pos,55510.449047,8.907310,0.852200,-49.479706,-23.531539,-95.882713,29.547876
pos,55511.955943,8.550410,0.849970,-34.247789,-27.466655,-95.724754,29.512403
pos,55565.518466,8.892840,2.255561,-37.603492,-23.742492,-95.759644,29.545975
pos,55615.848194,8.569730,2.560760,-34.633558,-23.592265,-95.728874,29.547329
pos,55633.574505,9.298250,0.998300,-33.720947,-23.473987,-95.719421,29.548395
pos,55671.133551,9.968690,0.482920,-49.389668,-20.643784,-95.881912,29.573908
pos,55688.176655,9.400540,1.202650,-32.976114,-24.069184,-95.711685,29.543030
pos,55793.457741,6.108220,0.352190,-52.375009,-21.852375,-95.912796,29.563013
pos,55831.050840,3.712270,0.246680,-32.933671,-21.652848,-95.711319,29.564812
pos,55891.940024,7.184790,1.612740,-6.965949,-6.596235,-95.442291,29.700539
pos,55893.365533,8.536290,1.512760,-17.876248,-19.751094,-95.555298,29.581955
pos,55994.139105,3.796020,0.073370,-40.009291,-19.711103,-95.784721,29.582315
pos,56081.252201,8.813360,1.749580,-38.385517,-17.752009,-95.767960,29.599976
pos,56085.261212,8.672130,0.795500,-116.850288,-38.873161,-96.579163,29.409580
pos,56106.526264,6.185700,3.919510,-54.436936,-21.683951,-95.934174,29.564531
pos,56303.999151,8.729240,1.726260,-35.326193,-16.526913,-95.736282,29.611019
pos,56470.902068,5.652540,3.442360,-1.243227,-4.796890,-95.382904,29.716759
pos,56649.110433,7.836270,2.311580,-14.258443,-13.812237,-95.517876,29.635490
pos,56688.042868,3.194420,0.393900,-16.126297,-14.365964,-95.537239,29.630499
pos,57124.038114,9.181440,1.371420,-19.780064,-20.833790,-95.575012,29.572195
pos,57168.151689,5.202560,0.441680,-8.274028,-7.884172,-95.455856,29.688929
pos,57245.401433,4.809560,0.000000,-3.131669,-82.335694,-95.402283,29.017790
pos,57409.333997,8.480100,1.730420,-11.148472,-11.181350,-95.485649,29.659206
pos,57460.392534,3.168320,0.864230,-8.817765,-7.445127,-95.461502,29.692886
pos,57518.069520,7.160140,0.000000,-67.301951,-8.230330,-96.068344,29.685808
pos,57583.839071,9.233480,0.049460,-17.262334,-8.281746,-95.549118,29.685345
pos,57616.486771,4.525110,0.628260,21.149154,1.416185,-95.150360,29.772766
pos,58098.486445,3.298700,0.000000,15.734111,-0.108731,-95.206619,29.759020
pos,58098.664937,7.231520,0.819500,13.640847,10.643121,-95.228218,29.855942
pos,58911.459017,6.838810,1.349620,11.670240,1.333665,-95.248802,29.772022
pos,59120.381393,3.427670,2.969980,20.969210,-5.623776,-95.152367,29.709305
pos,59180.303010,7.327480,0.000000,11.506581,2.591980,-95.250488,29.783365
pos,59591.659926,5.374700,2.181710,14.159021,3.781529,-95.222923,29.794088
pos,59669.711745,3.019780,0.717240,44.071587,-11.858856,-94.912849,29.653099
pos,59888.486740,3.440440,1.895410,47.323448,-10.336479,-94.879051,29.666822
pos,60144.299371,8.894880,1.053490,21.216158,122.226458,-95.147202,30.861803
pos,60446.684851,7.344500,2.628190,48.576854,-0.789410,-94.865616,29.752884
pos,60564.231009,10.264950,0.840410,7.338927,127.581543,-95.292892,30.910076
pos,60578.129764,8.584870,1.379270,-83.253322,83.808398,-96.241142,30.515486
pos,60623.183753,4.884940,1.015030,63.725392,-24.299816,-94.709717,29.540951
pos,60633.579052,10.049800,1.314500,8.391095,128.526919,-95.281830,30.918598
pos,60657.109808,4.248080,1.692270,64.443384,-24.312088,-94.702278,29.540840
pos,60701.158050,4.506100,1.442010,64.336337,-23.878332,-94.703362,29.544750
pos,60810.363695,9.821560,1.659780,-147.476584,-71.832882,-96.891655,29.112467
pos,60896.837662,12.304800,0.189960,-159.090573,-80.906205,-97.010185,29.030676
pos,60958.652760,11.444250,0.000000,13.663786,129.194479,-95.226418,30.924616
pos,61017.500822,10.337620,0.901620,-77.639360,91.449058,-96.182976,30.584362
pos,61017.795142,7.019760,2.018460,-80.160309,85.091257,-96.208878,30.527050
pos,61038.506344,9.392630,1.300480,-137.295391,-72.756464,-96.786491,29.104141
pos,61108.485208,10.663710,1.024630,-76.589653,92.134392,-96.172035,30.590540
pos,61144.174065,5.685170,0.904620,67.023334,-23.177975,-94.675476,29.551064
pos,61265.402830,7.977580,1.507050,-110.987429,-59.647732,-96.516388,29.222309
pos,61398.835099,6.118860,1.512470,69.053343,-17.114705,-94.654053,29.605721
pos,61428.576135,4.474800,0.000000,74.721598,-23.504879,-94.595726,29.548117
pos,61502.692729,12.610260,0.168900,-149.892067,-73.166733,-96.916397,29.100443
pos,61952.486756,5.677430,0.000000,-101.222504,-9.227969,-96.420219,29.676815
pos,62844.614733,4.360990,0.000000,71.122238,-4.368000,-94.631760,29.720625
pos,63348.922423,9.059020,0.680131,25.858813,-10.572823,-95.101738,29.664692
pos,64128.225025,7.344340,2.983110,95.373715,11.328032,-94.378632,29.862116
pos,64993.952138,6.736460,0.639230,101.650197,14.498469,-94.313087,29.890696
pos,65525.852766,9.181380,0.109930,-131.438206,-71.178228,-96.726250,29.118368
pos,65526.001843,8.588530,0.266160,-108.707213,-70.091299,-96.491806,29.128166
pos,65585.460024,6.188910,1.271370,-38.709646,7.109387,-95.772217,29.824087
pos,65586.726159,5.225380,0.505820,24.061180,-0.249225,-95.120155,29.757753
neg,50491.784430,10.177600,0.000000,-130.964025,-72.833482,-96.721161,29.103447
neg,51195.918137,12.390950,0.048640,-118.247584,-75.611211,-96.589668,29.078407
neg,51463.030062,7.183980,0.083460,-90.770531,11.351941,-96.313522,29.862331
neg,52236.363103,10.577950,0.625520,-104.680995,-58.933410,-96.451317,29.228748
neg,52496.412473,11.293640,0.000000,-116.298669,-58.967687,-96.571320,29.228439
neg,52534.158391,12.184540,0.072930,-117.423630,-57.761212,-96.583069,29.239315
neg,52562.067017,12.067840,0.890680,-117.096087,-53.932313,-96.580093,29.273830
neg,53047.079937,8.250390,1.548160,-67.942829,-21.497119,-96.074158,29.566216
neg,53079.850857,9.420300,0.577500,-68.247651,-26.467113,-96.077003,29.521414
neg,53576.026424,8.037960,1.136010,-69.719561,-24.286062,-96.092392,29.541075
neg,53661.763177,9.536080,0.686520,-70.942557,-28.939944,-96.104759,29.499123
neg,53802.500518,11.413160,1.217780,-102.850242,-34.459432,-96.434708,29.449368
neg,53894.531549,11.965680,0.000000,-114.482457,-36.945593,-96.554863,29.426956
neg,53981.034362,8.811680,0.240271,-102.394365,-26.407233,-96.430748,29.521954
neg,54033.242374,7.147960,1.454250,-76.517958,-19.954641,-96.163139,29.580120
neg,54046.775335,8.666370,0.525689,-91.155409,-12.160580,-96.315521,29.650379
neg,54107.363410,8.709350,1.006530,-61.324497,-52.170841,-96.003838,29.289709
neg,54119.160564,10.556350,0.754230,-59.749878,-18.527902,-95.989410,29.592981
neg,54193.058319,9.435580,0.612060,-76.111843,-23.015475,-96.158714,29.552528
neg,54265.384455,10.336330,1.929670,-75.561737,-22.122573,-96.153076,29.560577
neg,54267.274660,8.566470,0.832710,-101.853010,-18.624175,-96.425873,29.592113
neg,54367.178806,9.048690,0.618540,-81.618922,-14.431979,-96.216431,29.629904
neg,54385.975977,12.850610,0.286109,-117.346433,-38.656071,-96.584320,29.411537
neg,54406.558918,9.166490,1.093640,-77.318174,-21.467285,-96.171326,29.566484
neg,54466.643297,9.340600,1.424141,-79.033178,-22.585528,-96.189018,29.556404
neg,54582.481802,9.368980,1.805460,-99.747805,-43.496785,-96.401764,29.367901
neg,54682.318932,10.352130,1.554580,-113.227384,-37.783270,-96.541786,29.419405
neg,54751.978597,9.364170,0.000000,-135.617493,-63.252136,-96.770348,29.189817
neg,54759.319259,6.882250,3.702040,-72.928467,-16.822714,-96.126144,29.608353
neg,54776.591983,11.906930,1.367840,-73.051562,-20.463088,-96.127174,29.575537
neg,54905.735403,10.816110,1.024000,-106.341310,-48.775063,-96.469452,29.320320
neg,55510.532281,3.598450,2.780630,-49.479706,-23.531539,-95.882713,29.547876
neg,55511.896385,9.761640,0.664900,-34.247789,-27.466655,-95.724754,29.512403
neg,55565.613232,7.710660,0.369630,-37.603492,-23.742492,-95.759644,29.545975
neg,55615.879434,6.505040,1.586160,-34.633558,-23.592265,-95.728874,29.547329
neg,55633.581051,8.121360,0.396200,-33.720947,-23.473987,-95.719421,29.548395
neg,55688.195964,8.162640,0.636020,-32.976114,-24.069184,-95.711685,29.543030
neg,55793.433589,7.697280,2.696390,-52.375009,-21.852375,-95.912796,29.563013
neg,55830.949058,4.984130,0.758780,-32.933671,-21.652848,-95.711319,29.564812
neg,55905.067574,4.247360,1.480530,-34.006273,-22.387905,-95.722412,29.558186
neg,55994.225064,4.483100,1.464320,-40.009291,-19.711103,-95.784721,29.582315
neg,56081.270935,6.130160,1.970410,-38.385517,-17.752009,-95.767960,29.599976
neg,56688.090819,4.038150,0.720400,-16.126297,-14.365964,-95.537239,29.630499
neg,57124.107697,4.727400,0.000000,-19.780064,-20.833790,-95.575012,29.572195
neg,57409.347514,6.770670,1.539580,-11.148472,-11.181350,-95.485649,29.659206
neg,57460.495545,2.656160,0.133990,-8.817765,-7.445127,-95.461502,29.692886
neg,57616.492547,4.050090,0.317270,21.149154,1.416185,-95.150360,29.772766
neg,59591.667597,4.229790,0.861650,14.159021,3.781529,-95.222923,29.794088
neg,59669.719198,3.846820,1.446090,44.071587,-11.858856,-94.912849,29.653099
neg,59888.526099,2.184390,0.831890,47.323448,-10.336479,-94.879051,29.666822
neg,60578.170935,7.299750,0.669850,-83.253322,83.808398,-96.241142,30.515486
neg,60623.199766,6.349720,2.834500,63.725392,-24.299816,-94.709717,29.540951
neg,60657.206712,6.196230,1.243480,64.443384,-24.312088,-94.702278,29.540840
neg,60701.312372,7.671190,0.000000,64.336337,-23.878332,-94.703362,29.544750
neg,61017.554741,8.500860,1.316699,-77.639360,91.449058,-96.182976,30.584362
neg,61038.512556,10.960740,0.851520,-137.295391,-72.756464,-96.786491,29.104141
neg,61144.189830,6.864830,0.391280,67.023334,-23.177975,-94.675476,29.551064
neg,61502.655217,11.420060,0.012700,-149.892067,-73.166733,-96.916397,29.100443
neg,63349.020129,8.434020,0.153110,25.858813,-10.572823,-95.101738,29.664692
neg,64128.246611,5.397860,0.548450,95.373715,11.328032,-94.378632,29.862116
neg,65585.515458,5.054290,0.874880,-38.709646,7.109387,-95.772217,29.824087
